Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Drivetrain,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type,min_MPG,max_MPG,avg_MPG
2023,Honda,CR-V Hybrid Sport,New,34090,4.4,0,Platinum,fwd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H55PH703699,7303699,10,5,3,4,4,5,5,OH,Dealer,41.8,35.2,38.5
2023,Honda,Passport Elite,New,51150,5,3207,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H00PB003013,Q100231,0,5,5,4.9,5,4.9,5,NC,Dealer,19,24,21.5
2023,Honda,Civic Sport,New,29540,5,3207,Sonic Gray Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,2HGFE2F50PH507949,HO7532,10,4.6,4.8,4.7,4.6,4.8,4.7,NC,Dealer,29.35632184,36.75862069,33.05747126
2023,Honda,Civic Touring,New,34145,5,3207,Meteorite Gray Metallic,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HGFE1F94PH302325,HO7541,9,4.6,4.7,4.6,4.6,4.8,4.7,NC,Dealer,31.07692308,39.53846154,35.30769231
2022,Honda,Accord Sport 2.0T,New,38550,5,20,Platinum White Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F36NA017223,HO7521,9,5,5,5,5,5,5,NC,Dealer,22,32,27
2023,Honda,CR-V EX,New,34250,4.4,880,White Pearl,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H49PH407165,91219,0,5,5,5,4,4,5,NC,Dealer,26.14772727,31.85227273,29
2023,Honda,Passport TrailSport,New,44895,4.4,880,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H69PB005198,H6685,6,5,5,4.9,5,4.9,5,VA,Dealer,19,24,21.5
2022,Honda,Pilot Sport,New,41770,5,2945,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB095283,NB095283,3,5,5,5,5,5,5,FL,Dealer,19,26,22.5
2023,Honda,CR-V Hybrid Sport Touring,New,41235,4.7,2444,Platinum White Pearl,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH800308,PH800308,5,5,3,4,4,5,5,FL,Dealer,40,34,37
2022,Honda,Pilot EX-L,New,42000,5,3,Platinum White Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF5H57NB037196,CHS222157,6,5,5,5,5,5,5,NC,Dealer,20,27,23.5
2022,Honda,Accord Hybrid Sport,New,32165,5,3,Lunar,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F29NA041853,NA041853,10,4.9,5,5,4.9,4.9,5,NC,Dealer,44,41,42.5
2022,Honda,Passport EX-L,New,48205,4.9,1,Lunar Silver Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H57NB027706,N11176,0,5,5,4.9,5,4.9,5,NC,Dealer,19,24,21.5
2022,Honda,Passport EX-L,New,48600,4.9,1,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H54NB028974,N11245,0,5,5,4.9,5,4.9,5,NC,Dealer,19,24,21.5
2022,Honda,Accord Hybrid Sport,New,35401,5,1,Sonic Gray Pearl,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F2XNA046060,N11302,0,4.9,5,5,4.9,4.9,5,NC,Dealer,44,41,42.5
2022,Honda,Pilot Black Edition,New,53165,4.8,1438,Crystal,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H75NB088218,H221119,6,5,5,5,5,5,5,FL,Dealer,19,26,22.5
2022,Honda,Accord Touring,New,38810,4.9,2757,Platinum White Pearl,fwd,Gasoline,automatic,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,1HGCV2F96NA000829,H43921,0,5,5,5,5,5,5,FL,Dealer,22,32,27
2022,Honda,Pilot Black Edition,New,53560,4.2,1147,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H7XNB102940,H221661,14,5,5,5,5,5,5,VA,Dealer,19,26,22.5
2022,Honda,Pilot TrailSport,New,46500,4.2,1147,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H89NB089980,H221550,14,5,5,5,5,5,5,VA,Dealer,19,25,22
2022,Honda,Pilot Sport,New,41770,3.4,260,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB102659,7129,1,5,5,5,5,5,5,VA,Dealer,19,26,22.5
2022,Honda,Pilot TrailSport,New,46105,3.4,260,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H82NB105307,7208,4,5,5,5,5,5,5,VA,Dealer,19,25,22
2022,Honda,Passport EX-L,New,41153,5,1664,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H5XNB028168,35399,2750,5,5,4.9,5,4.9,5,VA,Dealer,19,24,21.5
2022,Honda,Passport TrailSport,New,44660,4.4,878,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H60NB024283,58053,10,5,5,4.9,5,4.9,5,VA,Dealer,19,24,21.5
2022,Honda,Passport TrailSport,New,44660,5,2068,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H66NB032064,220956,12,5,5,4.9,5,4.9,5,MD,Dealer,19,24,21.5
2023,Honda,CR-V EX-L,New,35005,5,5590,Crystal Black Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS3H73PH300505,230093,15,5,5,5,4,4,5,FL,Dealer,26.13043478,32.0326087,29.08152174
2023,Honda,Civic Si Base,New,29595,4.7,1853,Aegean Blue Metallic,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E54PH471596,PH471596,6,4.7,4.8,4.7,4.8,4.8,4.9,FL,Dealer,27.07407407,37.07407407,32.07407407
2023,Honda,Accord Hybrid Touring,New,38985,4.8,1678,GC,fwd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,1HGCY2F86PA002761,R2761,12,4.7,4.8,4.5,4.6,4.7,4.8,FL,Dealer,46.37037037,44.55555556,45.46296296
2023,Honda,Civic Si Base,New,29195,4.7,502,Crystal Black Pearl,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E51PH471104,PH471104,3,4.7,4.8,4.7,4.8,4.8,4.9,FL,Dealer,27.07407407,37.07407407,32.07407407
2022,Honda,Civic Si Base,New,28990,4.7,502,Platinum White Pearl,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E58NH477074,NH477074,3,4.2,4,4.5,4.2,4.5,5,FL,Dealer,27,37,32
2023,Honda,Civic Si Base,New,29590,4.7,3094,Platinum White Pearl,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E56PH470384,A470384,11,4.7,4.8,4.7,4.8,4.8,4.9,FL,Dealer,27.07407407,37.07407407,32.07407407
2023,Honda,Civic Si Base,New,29195,4.7,3094,Crystal Black Pearl,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E50PH471112,A471112,11,4.7,4.8,4.7,4.8,4.8,4.9,FL,Dealer,27.07407407,37.07407407,32.07407407
2022,Honda,CR-V EX,New,29485,4.7,3094,Platinum White Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,5J6RW1H58NA003252,X3252,11,4.9,4.8,4.7,4.8,4.7,4.9,FL,Dealer,28,34,31
2023,Honda,CR-V Hybrid Sport Touring,New,40240,5,4674,Urban Gray,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H93PH800408,H34345,10,5,3,4,4,5,5,VA,Dealer,40,34,37
2023,Honda,Ridgeline RTL-E,New,46420,4.8,536,Sonic Gray Pearl,awd,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,5FPYK3F73PB009006,H29499,0,5,4.8,4.8,4.2,5,5,DE,Dealer,18,24,21
2022,Honda,Pilot Touring 7-Passenger,New,48465,4.4,124,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H66NB083990,NB083990,3,5,5,5,5,5,5,PA,Dealer,19,26,22.5
2022,Honda,Pilot Special Edition,New,44205,4.5,3416,Black,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H23NB076475,NB076475,42,5,5,5,5,5,5,NJ,Dealer,19,26,22.5
2022,Honda,HR-V Sport,New,26545,4.8,830,Lunar Silver Metallic,awd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,3CZRU6H15NM750603,220213,5,3.8,3.2,3.6,3.6,4.2,4.2,CT,Dealer,26,31,28.5
2022,Honda,HR-V Sport,New,26545,4.8,830,Aegean Blue Metallic,awd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,3CZRU6H10NM749827,220208,5,3.8,3.2,3.6,3.6,4.2,4.2,CT,Dealer,26,31,28.5
2022,Honda,HR-V Sport,New,26940,4.8,830,Platinum,awd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,3CZRU6H1XNM747017,220183,9,3.8,3.2,3.6,3.6,4.2,4.2,CT,Dealer,26,31,28.5
2023,Honda,CR-V Hybrid Sport,New,35745,4.9,435,Gray,awd,Hybrid,cvt,4 Cylinder Engine,2HKRS6H52PH807508,H807508,5,5,3,4,4,5,5,MA,Dealer,40,34,37
2022,Honda,Pilot TrailSport,New,42687,4.6,1493,Lunar Silver Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H84NB077803,H221019,13,5,5,5,5,5,5,MA,Dealer,19,25,22
2022,Honda,Pilot TrailSport,New,42780,4.6,1493,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H84NB096450,H221121,15,5,5,5,5,5,5,MA,Dealer,19,25,22
2022,Honda,Pilot Sport,New,41770,5,951,White,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB092190,NB092190R,11,5,5,5,5,5,5,MA,Dealer,19,26,22.5
2022,Honda,Pilot Sport,New,41770,5,951,Gray,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB092319,NB092319R,11,5,5,5,5,5,5,MA,Dealer,19,26,22.5
2023,Honda,CR-V Hybrid Sport Touring,New,39447,4.6,1480,Meteorite Gray Metallic,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H91PH801220,PH801220,5,5,3,4,4,5,5,MA,Dealer,40,34,37
2023,Honda,Pilot Sport,New,42620,4.6,1480,Platinum White,awd,Gasoline,automatic,3.5L V6 24V GDI DOHC,5FNYG1H32PB002041,PB002041,5,5,5,5,5,5,5,MA,Dealer,19.10945274,26.10447761,22.60696517
2022,Honda,Pilot Touring 7-Passenger,New,48465,5,1337,Modern Steel Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H63NB093957,H221732,5,5,5,5,5,5,5,MA,Dealer,19,26,22.5
2022,Honda,Pilot Special Edition,New,44205,5,1337,Lunar Silver Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H29NB103565,H221839,1,5,5,5,5,5,5,MA,Dealer,19,26,22.5
2022,Honda,Pilot Touring 7-Passenger,New,48860,5,1337,Deep Scarlet Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H63NB096969,H221764,1,5,5,5,5,5,5,MA,Dealer,19,26,22.5
2022,Honda,Pilot EX-L,New,44000,5,1337,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H56NB095046,H221741,1,5,5,5,5,5,5,MA,Dealer,19,26,22.5
2023,Honda,CR-V Hybrid Sport Touring,New,40240,4.9,1450,Urban Gray Pearl,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH801118,34930,4,5,3,4,4,5,5,MA,Dealer,40,34,37
2022,Honda,Pilot EX-L,New,44000,5,1337,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H50NB087377,H221631,1,5,5,5,5,5,5,MA,Dealer,19,26,22.5
2023,Honda,CR-V EX,New,34250,4.7,9,Radiant Red Metallic,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H47PH400151,830118,5,5,5,5,4,4,5,CA,Dealer,26.14772727,31.85227273,29
2023,Honda,CR-V Hybrid Sport,New,34150,4.7,2869,Urban Gray Pearl,fwd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H57PH702375,PH702375,3,5,3,4,4,5,5,CA,Dealer,41.8,35.2,38.5
2023,Honda,CR-V Hybrid Sport Touring,New,40240,4.7,2376,Urban Gray Pearl,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H90PH801032,PH801032,8,5,3,4,4,5,5,CA,Dealer,40,34,37
2022,Honda,Pilot EX-L,New,42000,5,12,Platinum White Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF5H5XNB038388,5738388,5,5,5,5,5,5,5,CA,Dealer,20,27,23.5
2023,Honda,Passport Elite,New,48250,4.7,2713,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H05PB002178,PB002178,5,5,5,4.9,5,4.9,5,CA,Dealer,19,24,21.5
2022,Honda,Pilot Sport,New,40770,5,333,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB102877,78753,7,5,5,5,5,5,5,NV,Dealer,19,26,22.5
2022,Honda,Pilot Sport,New,39406,4.3,3504,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB086093,181854,12,5,5,5,5,5,5,AZ,Dealer,19,26,22.5
2023,Honda,Pilot Touring 8-Passenger,New,50350,4.3,1239,White,awd,Gasoline,automatic,V6 Cylinder Engine,5FNYG1H77PB001602,44705,1,4.9,4.8,4.8,4.7,4.7,4.8,UT,Dealer,19,25,22
2022,Honda,Pilot Special Edition,New,43687,4.8,563,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H20NB105186,H17169,3,5,5,5,5,5,5,WA,Dealer,19,26,22.5
2023,Honda,Ridgeline RTL-E,New,48820,4.8,6,Radiant Red Metallic II,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F70PB014597,X7017,5,5,4.8,4.8,4.2,5,5,NE,Dealer,18.10909091,24.21818182,21.16363636
2022,Honda,Accord Hybrid Base,New,32164,5,5,Lunar Silver Metallic,fwd,Hybrid,cvt,4 Cylinder Engine,1HGCV3F21NA044746,22041,0,4.9,5,5,4.9,4.9,5,OK,Dealer,44,41,42.5
2023,Honda,HR-V LX,New,24894,4.6,5,Modern Steel Metallic,fwd,Gasoline,cvt,4 Cylinder Engine,3CZRZ1H30PM708249,23007,12,4,5,4,5,5,5,OK,Dealer,26,32,29
2022,Honda,Accord Hybrid Base,New,32559,5,5,Sonic Gray Pearl,fwd,Hybrid,cvt,4 Cylinder Engine,1HGCV3F29NA040413,22046,5,4.9,5,5,4.9,4.9,5,OK,Dealer,44,41,42.5
2022,Honda,Civic Sport,New,25044,4.6,5,Meteorite Gray Metallic,fwd,Gasoline,cvt,4 Cylinder Engine,2HGFE2F59NH608436,22034,5,4.6,4.9,4.4,4.6,4.6,4.7,OK,Dealer,30,37,33.5
2023,Honda,Ridgeline RTL-E,New,44695,4.8,2503,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F72PB020854,H3020854,0,5,4.8,4.8,4.2,5,5,TX,Dealer,18.10909091,24.21818182,21.16363636
2023,Honda,Odyssey Elite,New,51160,4.5,1691,Radiant Red Metallic II,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H95PB022236,PB022236,5,5,5,4,4,4,5,TX,Dealer,19,28,23.5
2023,Honda,Ridgeline RTL-E,New,44420,4.5,1691,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F79PB017529,PB017529,14,5,4.8,4.8,4.2,5,5,TX,Dealer,18.10909091,24.21818182,21.16363636
2023,Honda,Ridgeline RTL-E,New,45537,5,2291,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F72PB006565,PB006565,5,5,4.8,4.8,4.2,5,5,TX,Dealer,18.10909091,24.21818182,21.16363636
2023,Honda,Ridgeline RTL-E,New,42869,5,2291,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F79PB011486,PB011486,5,5,4.8,4.8,4.2,5,5,TX,Dealer,18.10909091,24.21818182,21.16363636
2022,Honda,Pilot Touring 7-Passenger,New,48860,5,1551,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H60NB098517,220724,10,5,5,5,5,5,5,NE,Dealer,19,26,22.5
2023,Honda,Ridgeline RTL,New,43470,4.7,1362,Radiant Red Metallic II,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F58PB010070,A7000600,5,5,4.8,4.8,4.2,5,5,MO,Dealer,17.825,24.075,20.95
2022,Honda,Accord Hybrid Sport,New,32560,5,2231,Sonic Gray Pearl,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F22NA041080,221996,0,4.9,5,5,4.9,4.9,5,MN,Dealer,44,41,42.5
2023,Honda,Ridgeline RTL,New,43470,4.8,13,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F53PB014754,H13479,1,5,4.8,4.8,4.2,5,5,IA,Dealer,17.825,24.075,20.95
2022,Honda,Pilot EX-L,New,43605,5,13,Lunar Silver Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H52NB097330,H13432,6,5,5,5,5,5,5,IA,Dealer,19,26,22.5
2022,Honda,Pilot Special Edition,New,40666,5,7,Deep Scarlet Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H27NB101202,25764,4,5,5,5,5,5,5,LA,Dealer,19,26,22.5
2022,Honda,Pilot TrailSport,New,42435,5,7,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H8XNB100436,25746,4,5,5,5,5,5,5,LA,Dealer,19,25,22
2023,Honda,Passport Elite,New,43344,5,7,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H08PB006337,25819,2,5,5,4.9,5,4.9,5,LA,Dealer,19,24,21.5
2023,Honda,CR-V EX,New,33250,4.7,7,Platinum White Pearl,awd,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,2HKRS4H49PH406436,25775,2,5,5,5,4,4,5,LA,Dealer,26.14772727,31.85227273,29
2023,Honda,Accord EX-L 1.5T,New,30705,4.7,7,Lunar Silver Metallic,fwd,Gasoline,cvt,4 Cylinder Engine,1HGCY1F34PA001798,H23110,2,4.9,4.9,4.9,4.9,4.95,4.95,WI,Dealer,29,37,33
2022,Honda,Accord Hybrid Sport,New,34555,4.7,328,Platinum White Pearl,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F20NA048125,224050,12,4.9,5,5,4.9,4.9,5,LA,Dealer,44,41,42.5
2022,Honda,Pilot Sport,New,39995,4.6,1607,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB092909,NB092909,10,5,5,5,5,5,5,TN,Dealer,19,26,22.5
2023,Honda,CR-V Hybrid Sport Touring,New,40988,5,1516,Still Night Pearl,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H95PH800118,23051,5,5,3,4,4,5,5,LA,Dealer,40,34,37
2023,Honda,HR-V EX-L,New,31040,4.8,1889,Platinum White Pearl,awd,Gasoline,automatic,2.0L I4 16V GDI DOHC,3CZRZ2H76PM727526,E10083,0,4,5,4,5,5,5,IL,Dealer,26,31.2,28.6
2022,Honda,Pilot TrailSport,New,46500,4.7,436,Platinum White Pearl,awd,Gasoline,automatic,V6 Cylinder Engine,5FNYF6H89NB077604,P19307,7,5,5,5,5,5,5,IL,Dealer,19,25,22
2022,Honda,Pilot Sport,New,41770,4.6,1874,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB087940,NB087940,5,5,5,5,5,5,5,IL,Dealer,19,26,22.5
2022,Honda,Pilot TrailSport,New,46105,4.6,1874,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB070246,NB070246,862,5,5,5,5,5,5,IL,Dealer,19,25,22
2022,Honda,Pilot Black Edition,New,53560,4.6,1874,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H72NB078097,NB078097,5,5,5,5,5,5,5,IL,Dealer,19,26,22.5
2022,Honda,Passport Elite,New,50125,4.6,1874,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H02NB019193,NB019193,5,5,5,4.9,5,4.9,5,IL,Dealer,19,24,21.5
2023,Honda,Ridgeline Black Edition,New,47920,4.7,739,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F85PB010845,C17635,1,5,4.8,4.8,4.2,5,5,IL,Dealer,18.07692308,24.26923077,21.17307692
2023,Honda,Civic Sport,New,26140,5,3,Platinum White Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,2HGFE2F5XPH510759,53115,3,4.6,4.8,4.7,4.6,4.8,4.7,IN,Dealer,29.35632184,36.75862069,33.05747126
2022,Honda,Accord Hybrid Sport,New,32158,3,2142,Sonic Gray Pearl,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F21NA028031,41743-13,6,4.9,5,5,4.9,4.9,5,OH,Dealer,44,41,42.5
2023,Honda,CR-V EX-L,New,37055,4.9,511,Meteorite,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,7FARS4H72PE013035,J2730,0,5,5,5,4,4,5,OH,Dealer,26.13043478,32.0326087,29.08152174
2022,Honda,Accord Hybrid Sport,New,31560,4.5,1732,Platinum White Pearl,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F21NA046366,496429,12,4.9,5,5,4.9,4.9,5,GA,Dealer,44,41,42.5
2023,Honda,CR-V Hybrid Sport,New,34090,5,2546,Radiant Red Metallic,fwd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H55PH700284,PH700284D,4,5,3,4,4,5,5,GA,Dealer,41.8,35.2,38.5
2023,Honda,CR-V Hybrid Sport Touring,New,40850,4.4,306,Still Night Pearl,awd,Hybrid,cvt,4 Cylinder Engine,2HKRS6H94PH806170,233022,0,5,3,4,4,5,5,MI,Dealer,40,34,37
2023,Honda,CR-V Hybrid Sport Touring,New,40240,4.4,306,Radiant Red Metallic,awd,Hybrid,cvt,4 Cylinder Engine,2HKRS6H90PH801337,233006,10,5,3,4,4,5,5,MI,Dealer,40,34,37
2023,Honda,CR-V Hybrid Sport Touring,New,40240,4.4,306,Gray,awd,Hybrid,cvt,4 Cylinder Engine,2HKRS6H90PH802651,233008,0,5,3,4,4,5,5,MI,Dealer,40,34,37
2022,Honda,Accord Sport 1.5T,New,29720,4.6,1641,Platinum White Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F33NA115474,H22606,8,5,5,5,5,5,5,MI,Dealer,29,35,32
2022,Honda,Accord Sport 1.5T,New,30470,5,14,Platinum White Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F32NA120777,17416,3,5,5,5,5,5,5,OH,Dealer,29,35,32
2022,Honda,Accord Sport 1.5T,New,30470,5,14,Platinum White Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F32NA123176,17434,2,5,5,5,5,5,5,OH,Dealer,29,35,32
2022,Honda,Pilot Touring 7-Passenger,New,48465,4.7,5360,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H60NB100721,22-0990,9,5,5,5,5,5,5,OH,Dealer,19,26,22.5
2023,Honda,CR-V Hybrid Sport Touring,New,40240,4.7,5360,Platinum White Pearl,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H91PH801296,23-0092,10,5,3,4,4,5,5,OH,Dealer,40,34,37
2022,Honda,Accord Sport 1.5T,New,30669,5,121,Still Night Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F33NA090138,T22553,533,5,5,5,5,5,5,WV,Dealer,29,35,32
2022,Honda,Accord Sport SE,New,32159,5,121,Still Night Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F41NA118592,H22597,10,5,5,5,5,5,5,WV,Dealer,29,35,32
2022,Honda,Accord Sport 2.0T,New,35349,5,121,Sonic Gray Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F33NA023450,H22591,10,5,5,5,5,5,5,WV,Dealer,22,32,27
2023,Honda,Passport Elite,New,48250,5,3207,Radiant Red Metallic II,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H04PB001362,Q100127,0,5,5,4.9,5,4.9,5,NC,Dealer,19,24,21.5
2022,Honda,Accord Sport 1.5T,New,30470,5,401,White,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F38NA104969,NA104969,4,5,5,5,5,5,5,PA,Dealer,29,35,32
2023,Honda,Ridgeline RTL-E,New,48005,4.8,401,Gray,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F71PB012471,PB012471,4,5,4.8,4.8,4.2,5,5,PA,Dealer,18.10909091,24.21818182,21.16363636
2022,Honda,Ridgeline RTL-E,New,45665,5,13041,Modern Steel Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F79NB035610,B035610,0,5,4.9,4.9,4.3,4.7,5,FL,Dealer,18,24,21
2023,Honda,Ridgeline RTL-E,New,46420,5,1923,Platinum White,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F77PB009641,PB009641,10,5,4.8,4.8,4.2,5,5,FL,Dealer,18.10909091,24.21818182,21.16363636
2023,Honda,CR-V Hybrid Sport,New,35145,4.7,2444,Still Night Pearl,fwd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H54PH702057,PH702057,7,5,3,4,4,5,5,FL,Dealer,41.8,35.2,38.5
2023,Honda,Civic Si Base,New,29590,4.1,679,Platinum White Pearl,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E53PH470388,H470388,29,4.7,4.8,4.7,4.8,4.8,4.9,FL,Dealer,27.07407407,37.07407407,32.07407407
